,age,job,marital,education,balance,housing,loan,day,month,campaign
39260,40,management,divorced,tertiary,-75,1,0,18,may,2
8378,32,services,married,secondary,-790,1,0,3,jun,1
34976,29,admin.,single,secondary,266,1,0,6,may,1
14968,59,management,divorced,tertiary,-232,0,1,16,jul,2
44472,31,blue-collar,single,secondary,228,0,0,6,aug,1
33402,33,management,single,tertiary,437,1,0,20,apr,2
4730,27,technician,single,secondary,8,1,0,20,may,3
4557,59,blue-collar,married,primary,14,1,1,20,may,1
3481,43,blue-collar,divorced,primary,92,1,0,15,may,2
6019,39,entrepreneur,married,tertiary,36,1,0,26,may,3
38001,54,blue-collar,married,secondary,-135,1,0,14,may,3
10133,57,housemaid,married,primary,58,0,0,11,jun,1
39185,35,blue-collar,single,secondary,-295,1,1,18,may,2
21236,48,housemaid,married,secondary,4,0,0,18,aug,4
39592,24,student,married,unknown,146,0,0,26,may,1
25648,39,admin.,single,secondary,2749,1,0,19,nov,1
28310,35,technician,married,secondary,128,0,1,29,jan,1
35449,38,services,married,primary,0,1,1,7,may,1
146,56,blue-collar,divorced,primary,8,1,0,5,may,2
37770,30,blue-collar,married,primary,99,1,0,14,may,1
17460,55,management,married,tertiary,655,0,0,28,jul,6
12415,36,management,single,tertiary,2239,1,1,30,jun,3
30949,34,unemployed,married,tertiary,582,1,0,9,feb,3
16299,53,housemaid,married,tertiary,2353,1,0,23,jul,2
30793,30,blue-collar,single,secondary,522,0,0,6,feb,3
24242,43,services,married,secondary,3305,1,0,17,nov,1
10979,36,self-employed,married,tertiary,4515,1,0,17,jun,2
41425,55,management,married,primary,2587,0,0,4,sep,2
33331,40,blue-collar,married,secondary,565,1,1,20,apr,2
17634,57,services,married,primary,1896,0,0,29,jul,4
21939,46,services,married,secondary,417,0,0,20,aug,2
15058,48,blue-collar,married,secondary,1513,0,1,17,jul,1
32160,76,housemaid,divorced,primary,1411,0,0,15,apr,3
20372,35,technician,single,secondary,354,0,0,11,aug,3
20992,33,management,single,tertiary,3623,0,0,14,aug,2
27270,48,blue-collar,married,secondary,2697,1,1,21,nov,1
30049,30,management,married,tertiary,367,0,0,4,feb,2
28891,40,housemaid,married,secondary,541,1,0,30,jan,2
27110,39,blue-collar,married,primary,694,1,0,21,nov,1
1863,33,blue-collar,divorced,primary,390,1,0,9,may,2
13048,60,technician,divorced,primary,-85,0,1,8,jul,2
1197,51,management,married,primary,57,1,1,8,may,1
41125,24,technician,married,secondary,556,1,0,18,aug,2
25080,35,services,single,secondary,0,0,0,18,nov,1
26269,32,blue-collar,married,primary,187,0,0,20,nov,1
42637,22,student,single,secondary,254,0,0,13,jan,2
2488,54,retired,married,primary,0,1,0,13,may,1
8601,48,blue-collar,married,secondary,-6,1,0,3,jun,1
26300,57,self-employed,divorced,tertiary,6519,0,0,20,nov,1
14804,56,management,divorced,tertiary,-563,0,0,16,jul,1
1557,36,services,married,secondary,42,1,0,8,may,4
26718,36,blue-collar,single,tertiary,3649,1,0,20,nov,2
36606,50,blue-collar,married,secondary,173,1,0,12,may,5
27842,55,blue-collar,married,secondary,93,0,1,28,jan,1
43453,35,blue-collar,single,unknown,484,0,0,12,apr,2
8489,27,management,single,secondary,178,1,0,3,jun,2
38838,28,services,single,secondary,1636,1,0,18,may,1
41520,69,retired,married,secondary,745,0,0,9,sep,1
3572,46,technician,divorced,secondary,435,1,0,15,may,3
24514,54,management,married,tertiary,-1415,1,1,17,nov,1
9971,34,entrepreneur,married,tertiary,4343,0,0,9,jun,4
13162,33,blue-collar,married,tertiary,870,0,1,8,jul,3
25432,31,self-employed,single,secondary,202,1,0,18,nov,1
18658,42,services,married,secondary,0,1,0,31,jul,20
7553,34,blue-collar,single,secondary,68,1,0,30,may,6
39674,58,retired,married,primary,-235,0,1,27,may,2
6894,35,blue-collar,divorced,secondary,105,1,1,28,may,1
33733,45,technician,married,tertiary,5110,0,0,22,apr,2
9131,45,blue-collar,married,primary,1227,0,0,5,jun,3
32688,56,services,single,secondary,1222,1,1,17,apr,1
7260,42,services,married,primary,91,1,0,29,may,7
26572,46,admin.,married,secondary,2869,1,0,20,nov,2
12625,31,housemaid,married,primary,46,0,0,4,jul,4
16118,29,management,single,secondary,0,1,0,22,jul,7
29180,45,management,married,tertiary,474,1,1,2,feb,4
13266,31,management,married,secondary,-329,1,0,8,jul,3
19674,57,retired,married,secondary,256,0,0,7,aug,4
32277,39,management,divorced,secondary,-17,0,0,16,apr,1
26259,43,admin.,married,unknown,1998,1,0,20,nov,4
12579,54,retired,married,secondary,-488,0,1,3,jul,2
22786,33,technician,single,secondary,291,0,0,25,aug,6
20625,48,management,married,secondary,286,0,0,12,aug,1
35156,31,self-employed,single,tertiary,253,1,0,7,may,1
7232,30,services,married,secondary,699,1,0,29,may,1
17993,56,retired,married,secondary,485,0,0,30,jul,2
28461,31,services,single,secondary,1015,0,0,29,jan,1
38478,23,blue-collar,single,primary,8627,1,0,15,may,1
17075,41,blue-collar,married,secondary,113,0,0,25,jul,15
22578,31,technician,married,secondary,298,0,0,22,aug,5
36748,28,admin.,married,secondary,-31,1,0,12,may,1
14446,58,technician,single,secondary,409,0,1,14,jul,2
44206,26,admin.,married,secondary,2469,0,0,16,jul,8
41902,72,retired,married,primary,1388,0,0,20,oct,1
9603,53,housemaid,married,primary,5098,1,0,6,jun,3
38325,30,technician,married,secondary,-206,1,1,15,may,1
38158,34,technician,divorced,tertiary,1317,1,0,15,may,1
11661,46,housemaid,married,primary,4064,0,0,20,jun,4
44392,48,housemaid,single,primary,46,0,0,3,aug,2
6122,50,blue-collar,married,secondary,74,1,1,27,may,1
40531,63,retired,married,tertiary,262,0,0,8,jul,1
20850,43,management,married,tertiary,2383,0,0,13,aug,6
42695,20,student,single,unknown,167,0,0,18,jan,1
24409,41,technician,divorced,secondary,0,1,0,17,nov,2
44640,41,technician,married,secondary,11,1,0,1,sep,1
1088,51,technician,married,secondary,221,1,0,7,may,3
25884,34,technician,single,secondary,4943,1,1,19,nov,2
21242,31,management,single,tertiary,63,0,0,18,aug,7
5530,43,blue-collar,married,secondary,-141,1,1,23,may,1
33995,55,unknown,married,tertiary,3567,0,0,30,apr,1
5560,30,technician,single,secondary,1572,1,1,23,may,3
30443,42,technician,married,secondary,315,1,0,5,feb,1
36848,47,blue-collar,married,unknown,1044,1,0,12,may,6
6557,36,services,single,secondary,260,1,0,27,may,8
20920,51,technician,married,secondary,427,0,0,13,aug,8
14529,42,blue-collar,married,secondary,-145,1,0,15,jul,3
34780,38,technician,single,secondary,1019,1,0,6,may,1
17277,48,blue-collar,married,secondary,917,1,0,28,jul,5
10129,42,technician,married,unknown,0,0,0,11,jun,1
35612,32,technician,single,tertiary,1849,1,0,7,may,1
35917,34,self-employed,single,tertiary,589,1,0,8,may,4
32119,61,retired,married,primary,1515,1,0,15,apr,2
26603,42,blue-collar,married,unknown,2906,0,0,20,nov,1
33653,47,admin.,married,secondary,1265,1,1,20,apr,2
2582,33,blue-collar,married,secondary,304,1,0,13,may,2
6733,25,services,single,secondary,55,1,1,28,may,1
10237,38,blue-collar,single,tertiary,797,1,0,11,jun,4
14927,36,management,single,tertiary,548,1,0,16,jul,3
43481,30,management,single,tertiary,232,0,0,15,apr,1
33018,32,admin.,married,secondary,923,1,0,17,apr,4
2387,24,services,single,secondary,-122,1,0,13,may,1
23348,32,technician,married,tertiary,1868,0,0,27,aug,16
5272,38,services,married,secondary,435,1,0,23,may,2
16274,42,management,divorced,secondary,283,1,0,23,jul,1
18252,35,management,married,tertiary,11,0,0,31,jul,19
41015,30,admin.,single,tertiary,305,0,0,13,aug,1
31838,40,technician,married,secondary,1832,0,0,8,apr,2
31977,41,technician,married,tertiary,816,1,1,13,apr,2
12936,31,management,single,tertiary,1598,1,0,7,jul,33
39039,29,technician,single,tertiary,615,1,0,18,may,1
14347,32,blue-collar,married,secondary,596,1,0,14,jul,3
16787,54,admin.,married,secondary,1335,1,0,24,jul,1
40424,33,management,single,tertiary,804,1,0,2,jul,1
22013,57,housemaid,married,primary,0,0,0,20,aug,3
15843,59,housemaid,married,primary,352,0,0,21,jul,10
40707,26,management,single,tertiary,390,0,0,7,aug,1
20184,46,self-employed,married,tertiary,2421,0,0,11,aug,4
11463,48,blue-collar,single,unknown,2961,0,0,19,jun,1
10223,36,blue-collar,married,secondary,219,0,0,11,jun,7
11945,41,technician,married,secondary,0,0,0,20,jun,3
8798,29,blue-collar,single,secondary,-37,1,0,4,jun,1
34977,34,management,married,tertiary,2640,1,0,6,may,1
14722,37,blue-collar,married,primary,20,0,1,15,jul,4
37191,37,management,married,tertiary,596,1,0,13,may,1
7897,43,services,married,secondary,192,1,1,30,may,2
37852,36,entrepreneur,divorced,secondary,2996,1,0,14,may,1
29182,40,management,married,tertiary,543,1,0,2,feb,2
29575,31,blue-collar,married,primary,845,0,0,3,feb,2
31976,42,blue-collar,married,primary,7735,1,0,13,apr,1
13914,30,blue-collar,single,secondary,1598,1,0,10,jul,1
3824,36,blue-collar,married,secondary,63,1,0,16,may,2
44063,28,student,single,secondary,196,0,0,2,jul,3
31262,36,admin.,married,secondary,2061,1,1,5,mar,3
13078,57,retired,married,tertiary,1029,0,1,8,jul,1
8296,33,technician,married,tertiary,2364,1,0,2,jun,2
30489,41,unemployed,married,secondary,0,0,0,5,feb,2
42048,60,blue-collar,married,primary,5,0,0,29,oct,1
15885,31,housemaid,married,secondary,3902,1,0,21,jul,4
5191,30,blue-collar,married,primary,1023,1,0,21,may,3
26062,36,blue-collar,married,secondary,0,1,0,19,nov,2
40657,80,retired,married,primary,2994,0,0,6,aug,1
6509,41,admin.,married,secondary,920,1,1,27,may,1
18585,56,blue-collar,married,secondary,1362,0,0,31,jul,1
33385,37,technician,single,secondary,1127,1,0,20,apr,2
557,56,admin.,divorced,secondary,778,1,0,6,may,2
43833,33,management,married,tertiary,1388,1,0,31,may,1
20241,47,blue-collar,married,primary,4040,0,0,11,aug,5
5476,39,technician,divorced,secondary,1222,1,0,23,may,4
38847,32,management,single,tertiary,347,1,0,18,may,1
23185,34,services,married,secondary,1632,0,0,27,aug,6
33902,45,management,married,tertiary,160,0,0,30,apr,1
35709,36,admin.,single,secondary,506,1,0,8,may,4
29171,32,management,single,tertiary,207,1,0,2,feb,1
6271,30,services,married,secondary,357,1,0,27,may,4
16386,57,management,married,tertiary,101,0,1,23,jul,2
9640,57,unknown,married,secondary,2,0,0,6,jun,4
22287,34,management,married,secondary,355,0,0,21,aug,3
8647,39,admin.,single,secondary,548,1,0,3,jun,2
29915,33,services,married,tertiary,597,0,0,4,feb,1
34840,30,entrepreneur,married,secondary,392,1,0,6,may,1
41558,49,entrepreneur,divorced,tertiary,315,0,0,11,sep,1
18845,45,management,divorced,secondary,1950,0,0,4,aug,1
16563,47,technician,married,secondary,232,1,0,24,jul,1
13749,34,management,married,tertiary,0,1,1,10,jul,1
44526,35,technician,married,tertiary,7050,0,0,11,aug,3
41762,31,admin.,married,tertiary,80,1,1,13,oct,1
7277,35,blue-collar,married,secondary,628,1,0,29,may,2
1537,29,housemaid,single,secondary,718,1,0,8,may,3
11744,57,technician,married,secondary,9689,1,0,20,jun,1
44159,36,services,married,unknown,618,0,0,13,jul,1
436,45,blue-collar,married,secondary,39,0,0,6,may,1
15219,50,technician,single,secondary,246,1,0,17,jul,2
39817,48,management,married,tertiary,3842,0,0,1,jun,2
24186,51,management,divorced,tertiary,119,0,0,17,nov,1
27588,31,technician,single,tertiary,967,0,0,21,nov,3
38381,55,blue-collar,married,secondary,1078,1,1,15,may,1
43116,40,blue-collar,single,primary,118,0,0,23,feb,1
6250,49,admin.,divorced,secondary,333,1,0,27,may,3
562,35,entrepreneur,married,secondary,204,1,0,6,may,2
37451,36,blue-collar,married,secondary,330,1,0,13,may,2
43785,29,unemployed,single,tertiary,70,0,0,25,may,1
31764,36,blue-collar,single,secondary,1822,1,0,8,apr,1
18230,44,self-employed,married,unknown,680,1,0,30,jul,4
31465,39,technician,divorced,secondary,688,1,1,1,apr,2
36496,55,blue-collar,married,primary,1649,1,0,12,may,3
33282,59,services,married,primary,196,1,0,20,apr,1
36888,56,admin.,married,secondary,550,1,0,12,may,2
30755,59,retired,divorced,tertiary,3444,0,0,6,feb,2
4236,40,services,single,secondary,464,1,1,19,may,7
21883,30,management,single,secondary,46,0,0,20,aug,4
25082,33,self-employed,divorced,tertiary,454,0,1,18,nov,1
12707,39,management,married,tertiary,1007,1,0,7,jul,2
19873,38,management,married,tertiary,179,0,0,8,aug,4
24643,38,admin.,married,secondary,0,0,0,17,nov,2
8082,32,technician,married,secondary,696,1,0,2,jun,1
19473,30,technician,married,tertiary,2283,0,0,7,aug,2
10796,54,blue-collar,single,unknown,6622,0,0,17,jun,1
42579,35,unemployed,married,secondary,978,0,0,29,dec,3
39733,36,self-employed,married,tertiary,687,1,0,28,may,8
34098,49,entrepreneur,single,secondary,5802,0,0,30,apr,2
9115,53,unemployed,divorced,secondary,1242,0,0,5,jun,1
25872,55,management,married,tertiary,540,0,0,19,nov,2
8640,28,services,single,primary,302,0,0,3,jun,9
10213,51,retired,married,primary,2525,0,0,11,jun,2
3326,50,services,single,secondary,516,1,0,15,may,1
5280,31,services,married,secondary,1273,1,0,23,may,1
41345,36,management,single,tertiary,490,0,0,28,aug,8
5714,48,admin.,divorced,secondary,-212,1,1,26,may,1
24892,37,services,divorced,secondary,2152,1,0,18,nov,1
21646,33,technician,divorced,secondary,295,0,0,19,aug,2
42302,22,student,single,unknown,410,0,0,16,nov,1
43088,39,management,single,tertiary,763,0,0,22,feb,1
40491,53,admin.,single,secondary,1958,0,0,7,jul,2
34494,58,admin.,married,secondary,2160,1,1,5,may,1
43826,33,services,single,unknown,523,1,0,28,may,1
17187,45,admin.,divorced,tertiary,1506,0,0,28,jul,4
18028,53,self-employed,married,primary,4576,0,0,30,jul,2
9132,32,blue-collar,single,secondary,226,1,0,5,jun,5
29058,32,services,married,secondary,289,1,0,2,feb,1
41363,49,management,single,tertiary,5689,0,0,31,aug,1
19210,58,services,married,secondary,688,0,0,6,aug,2
35383,43,blue-collar,single,primary,181,1,0,7,may,1
3037,45,admin.,married,secondary,-31,1,0,14,may,2
35802,36,services,married,tertiary,0,1,0,8,may,1
23498,57,blue-collar,married,unknown,3196,0,0,28,aug,4
25207,47,blue-collar,married,primary,1533,0,1,18,nov,2
3766,59,retired,married,primary,646,1,0,16,may,1
20000,35,housemaid,married,primary,77,0,0,8,aug,1
32266,31,services,divorced,secondary,81,1,0,16,apr,1
44410,78,retired,married,unknown,38,0,0,4,aug,1
34451,41,services,divorced,secondary,5766,1,1,5,may,1
38990,29,admin.,single,secondary,460,1,0,18,may,2
39661,56,management,divorced,unknown,854,0,0,27,may,1
40332,37,management,married,tertiary,26,0,0,17,jun,7
41975,59,retired,married,tertiary,1425,0,0,26,oct,2
25019,34,admin.,divorced,secondary,1186,1,1,18,nov,1
7999,53,blue-collar,married,primary,1942,1,0,2,jun,2
23622,31,management,single,tertiary,35,0,0,28,aug,16
6544,42,services,married,secondary,3620,1,0,27,may,16
38429,37,services,single,secondary,1175,1,0,15,may,1
3387,33,technician,divorced,primary,20,1,0,15,may,4
3591,59,retired,divorced,secondary,337,1,0,15,may,4
33096,32,management,married,tertiary,101,1,1,20,apr,1
36858,54,technician,divorced,secondary,-11,1,0,12,may,4
3443,58,technician,married,unknown,49,1,0,15,may,2
4651,39,blue-collar,married,primary,622,1,0,20,may,1
2747,48,entrepreneur,married,unknown,2550,1,0,14,may,3
23266,47,services,married,primary,6,0,0,27,aug,4
30493,60,management,married,tertiary,2281,0,0,5,feb,2
39048,33,blue-collar,single,secondary,-38,1,0,18,may,1
19968,38,management,married,tertiary,1074,0,0,8,aug,8
28631,26,self-employed,single,tertiary,211,0,0,29,jan,3
13210,36,unemployed,divorced,secondary,5,1,0,8,jul,1
37686,35,management,single,tertiary,-146,1,0,14,may,1
7770,43,management,single,tertiary,690,1,0,30,may,1
14667,37,management,divorced,tertiary,1775,0,0,15,jul,5
13357,33,management,married,tertiary,6,1,0,8,jul,1
38077,32,technician,married,secondary,344,1,1,14,may,11
13211,60,retired,divorced,secondary,598,0,1,8,jul,1
40636,45,admin.,married,secondary,153,0,0,5,aug,1
8034,36,services,married,primary,0,1,0,2,jun,1
791,44,blue-collar,married,primary,503,1,0,7,may,2
9741,59,housemaid,married,primary,0,0,0,9,jun,1
17970,47,blue-collar,divorced,secondary,-535,1,0,30,jul,2
34079,56,retired,married,primary,1947,0,0,30,apr,2
27276,39,management,single,tertiary,26,1,1,21,nov,1
24280,57,retired,married,secondary,1749,0,0,17,nov,2
17166,38,services,married,primary,0,0,0,28,jul,3
10800,42,entrepreneur,married,tertiary,1654,0,0,17,jun,1
7651,33,blue-collar,married,primary,1002,1,0,30,may,4
44237,35,management,married,tertiary,2374,1,1,20,jul,2
7985,39,management,divorced,tertiary,2193,1,1,2,jun,3
30676,26,services,single,secondary,1347,0,0,6,feb,1
3255,29,management,married,tertiary,137,1,1,15,may,2
13976,46,technician,married,secondary,278,1,0,10,jul,1
10011,57,housemaid,married,secondary,992,0,0,9,jun,3
27919,59,retired,married,secondary,524,0,0,28,jan,2
17907,44,management,married,secondary,4425,0,0,30,jul,2
9039,44,technician,married,secondary,533,0,0,5,jun,1
16784,34,technician,single,secondary,347,1,0,24,jul,6
11696,56,blue-collar,married,primary,770,1,0,20,jun,3
30391,34,management,single,tertiary,84,0,0,5,feb,1
37316,33,services,married,secondary,210,1,0,13,may,2
18569,49,technician,married,secondary,133,0,0,31,jul,5
30210,53,admin.,married,secondary,264,1,0,5,feb,1
42444,31,technician,married,secondary,684,1,0,7,dec,3
32471,40,services,divorced,primary,471,1,0,16,apr,1
18561,39,blue-collar,married,primary,532,1,0,31,jul,2
37022,25,blue-collar,single,secondary,0,1,0,13,may,9
34399,28,blue-collar,single,secondary,4229,1,1,5,may,2
2521,54,services,married,secondary,1301,1,0,13,may,1
2774,31,admin.,married,secondary,393,1,0,14,may,1
31951,35,technician,married,secondary,327,1,0,13,apr,3
4004,35,services,single,secondary,568,1,0,16,may,2
9064,47,blue-collar,married,primary,421,1,1,5,jun,1
27340,57,admin.,married,secondary,3944,0,0,21,nov,2
5619,26,technician,single,secondary,-516,1,0,23,may,2
39097,31,management,single,tertiary,-234,1,0,18,may,1
626,35,unemployed,married,secondary,533,1,0,6,may,1
9677,31,services,married,secondary,500,1,0,6,jun,18
41604,41,student,single,secondary,595,1,0,18,sep,1
12706,36,unemployed,single,primary,0,1,0,7,jul,6
20193,34,technician,single,secondary,1763,0,0,11,aug,2
31302,27,admin.,single,secondary,464,0,0,10,mar,1
29528,51,management,married,tertiary,2814,0,0,3,feb,1
37166,37,management,single,tertiary,584,1,0,13,may,1
13785,46,blue-collar,married,secondary,190,0,1,10,jul,1
28131,26,technician,single,secondary,206,0,0,29,jan,1
12962,59,blue-collar,divorced,primary,55,0,0,7,jul,20
9692,35,admin.,single,tertiary,-162,1,1,6,jun,1
6448,28,services,single,secondary,68,1,0,27,may,2
23155,32,management,divorced,tertiary,387,0,0,26,aug,4
36995,50,housemaid,married,secondary,3016,1,0,13,may,5
2716,41,management,divorced,tertiary,1576,1,0,13,may,2
43686,31,management,single,tertiary,533,0,0,12,may,1
17112,33,self-employed,married,tertiary,980,0,0,25,jul,3
1681,37,blue-collar,single,secondary,111,1,0,9,may,2
10204,41,management,married,tertiary,6204,0,1,11,jun,2
23696,35,technician,married,secondary,-78,0,0,28,aug,13
30201,35,management,divorced,tertiary,500,1,0,5,feb,1
